Datum;Von;Bis;kW;;;
24.06.2023 11:45;;;523,4;;24.06.2023 11:30;523,4
24.06.2023 12:00;;;543,5;;24.06.2023 11:45;543,5
24.06.2023 12:15;;;562,3;;24.06.2023 12:00;562,3
24.06.2023 12:30;;;557,9;;24.06.2023 12:15;557,9
24.06.2023 12:45;;;544,1;;24.06.2023 12:30;544,1
24.06.2023 13:00;;;544,1;;24.06.2023 12:45;544,1
24.06.2023 13:15;;;560,4;;24.06.2023 13:00;560,4
24.06.2023 13:30;;;560,5;;24.06.2023 13:15;560,5
24.06.2023 13:45;;;563,7;;24.06.2023 13:30;563,7
24.06.2023 14:00;;;559,7;;24.06.2023 13:45;559,7
24.06.2023 14:15;;;565,8;;24.06.2023 14:00;565,8
24.06.2023 14:30;;;574,4;;24.06.2023 14:15;574,4
24.06.2023 14:45;;;566,1;;24.06.2023 14:30;566,1
24.06.2023 15:00;;;566,2;;24.06.2023 14:45;566,2
24.06.2023 15:15;;;561,8;;24.06.2023 15:00;561,8
24.06.2023 15:30;;;547;;24.06.2023 15:15;547
24.06.2023 15:45;;;567,1;;24.06.2023 15:30;567,1
24.06.2023 16:00;;;570,4;;24.06.2023 15:45;570,4
24.06.2023 16:15;;;573;;24.06.2023 16:00;573
24.06.2023 16:30;;;580;;24.06.2023 16:15;580
24.06.2023 16:45;;;568,4;;24.06.2023 16:30;568,4
24.06.2023 17:00;;;566,3;;24.06.2023 16:45;566,3
24.06.2023 17:15;;;554,3;;24.06.2023 17:00;554,3
24.06.2023 17:30;;;555,5;;24.06.2023 17:15;555,5
24.06.2023 17:45;;;548,4;;24.06.2023 17:30;548,4
24.06.2023 18:00;;;549,1;;24.06.2023 17:45;549,1
24.06.2023 18:15;;;545;;24.06.2023 18:00;545
24.06.2023 18:30;;;534,9;;24.06.2023 18:15;534,9
24.06.2023 18:45;;;525,4;;24.06.2023 18:30;525,4
24.06.2023 19:00;;;520;;24.06.2023 18:45;520
24.06.2023 19:15;;;508,8;;24.06.2023 19:00;508,8
24.06.2023 19:30;;;485,9;;24.06.2023 19:15;485,9
24.06.2023 19:45;;;453,4;;24.06.2023 19:30;453,4
24.06.2023 20:00;;;395,4;;24.06.2023 19:45;395,4
24.06.2023 20:15;;;328,4;;24.06.2023 20:00;328,4
24.06.2023 20:30;;;318,2;;24.06.2023 20:15;318,2
24.06.2023 20:45;;;306,3;;24.06.2023 20:30;306,3
24.06.2023 21:00;;;273,9;;24.06.2023 20:45;273,9
24.06.2023 21:15;;;237,1;;24.06.2023 21:00;237,1
24.06.2023 21:30;;;217;;24.06.2023 21:15;217
24.06.2023 21:45;;;230;;24.06.2023 21:30;230
24.06.2023 22:00;;;230;;24.06.2023 21:45;230
24.06.2023 22:15;;;215;;24.06.2023 22:00;215
24.06.2023 22:30;;;215;;24.06.2023 22:15;215
24.06.2023 22:45;;;220;;24.06.2023 22:30;220
24.06.2023 23:00;;;225;;24.06.2023 22:45;225
24.06.2023 23:15;;;215;;24.06.2023 23:00;215
24.06.2023 23:30;;;210;;24.06.2023 23:15;210
24.06.2023 23:45;;;215;;24.06.2023 23:30;215
25.06.2023 00:00;;;200;;24.06.2023 23:45;200
25.06.2023 00:15;;;200;;25.06.2023 00:00;200
25.06.2023 00:30;;;195;;25.06.2023 00:15;195
25.06.2023 00:45;;;195;;25.06.2023 00:30;195
25.06.2023 01:00;;;190;;25.06.2023 00:45;190
25.06.2023 01:15;;;190;;25.06.2023 01:00;190
25.06.2023 01:30;;;195;;25.06.2023 01:15;195
25.06.2023 01:45;;;195;;25.06.2023 01:30;195
25.06.2023 02:00;;;190;;25.06.2023 01:45;190
25.06.2023 02:15;;;185;;25.06.2023 02:00;185
25.06.2023 02:30;;;190;;25.06.2023 02:15;190
25.06.2023 02:45;;;180;;25.06.2023 02:30;180
25.06.2023 03:00;;;195;;25.06.2023 02:45;195
25.06.2023 03:15;;;175;;25.06.2023 03:00;175
25.06.2023 03:30;;;190;;25.06.2023 03:15;190
25.06.2023 03:45;;;180;;25.06.2023 03:30;180
25.06.2023 04:00;;;185;;25.06.2023 03:45;185
25.06.2023 04:15;;;180;;25.06.2023 04:00;180
25.06.2023 04:30;;;170;;25.06.2023 04:15;170
25.06.2023 04:45;;;170;;25.06.2023 04:30;170
25.06.2023 05:00;;;175;;25.06.2023 04:45;175
25.06.2023 05:15;;;170,3;;25.06.2023 05:00;170,3
25.06.2023 05:30;;;164,4;;25.06.2023 05:15;164,4
25.06.2023 05:45;;;166,6;;25.06.2023 05:30;166,6
25.06.2023 06:00;;;168,7;;25.06.2023 05:45;168,7
25.06.2023 06:15;;;162,7;;25.06.2023 06:00;162,7
25.06.2023 06:30;;;165;;25.06.2023 06:15;165
25.06.2023 06:45;;;167;;25.06.2023 06:30;167
25.06.2023 07:00;;;165,5;;25.06.2023 06:45;165,5
25.06.2023 07:15;;;183,9;;25.06.2023 07:00;183,9
25.06.2023 07:30;;;180,9;;25.06.2023 07:15;180,9
25.06.2023 07:45;;;186,5;;25.06.2023 07:30;186,5
25.06.2023 08:00;;;197,6;;25.06.2023 07:45;197,6
25.06.2023 08:15;;;214,7;;25.06.2023 08:00;214,7
25.06.2023 08:30;;;217,3;;25.06.2023 08:15;217,3
25.06.2023 08:45;;;244,2;;25.06.2023 08:30;244,2
25.06.2023 09:00;;;254,3;;25.06.2023 08:45;254,3
25.06.2023 09:15;;;311,7;;25.06.2023 09:00;311,7
25.06.2023 09:30;;;325,9;;25.06.2023 09:15;325,9
25.06.2023 09:45;;;330,2;;25.06.2023 09:30;330,2
25.06.2023 10:00;;;370,2;;25.06.2023 09:45;370,2
25.06.2023 10:15;;;414,8;;25.06.2023 10:00;414,8
25.06.2023 10:30;;;456,3;;25.06.2023 10:15;456,3
25.06.2023 10:45;;;467,7;;25.06.2023 10:30;467,7
25.06.2023 11:00;;;512,1;;25.06.2023 10:45;512,1
25.06.2023 11:15;;;532;;25.06.2023 11:00;532
25.06.2023 11:30;;;541,6;;25.06.2023 11:15;541,6
25.06.2023 11:45;;;561,7;;25.06.2023 11:30;561,7
25.06.2023 12:00;;;567,9;;25.06.2023 11:45;567,9
25.06.2023 12:15;;;580,4;;25.06.2023 12:00;580,4
25.06.2023 12:30;;;585,6;;25.06.2023 12:15;585,6
25.06.2023 12:45;;;581,2;;25.06.2023 12:30;581,2
25.06.2023 13:00;;;585,7;;25.06.2023 12:45;585,7
25.06.2023 13:15;;;574,9;;25.06.2023 13:00;574,9
25.06.2023 13:30;;;584,1;;25.06.2023 13:15;584,1
25.06.2023 13:45;;;596,9;;25.06.2023 13:30;596,9
25.06.2023 14:00;;;600,1;;25.06.2023 13:45;600,1
25.06.2023 14:15;;;618,8;;25.06.2023 14:00;618,8
25.06.2023 14:30;;;619,4;;25.06.2023 14:15;619,4
25.06.2023 14:45;;;613,2;;25.06.2023 14:30;613,2
25.06.2023 15:00;;;607,1;;25.06.2023 14:45;607,1
25.06.2023 15:15;;;589,5;;25.06.2023 15:00;589,5
25.06.2023 15:30;;;595,5;;25.06.2023 15:15;595,5
25.06.2023 15:45;;;607,4;;25.06.2023 15:30;607,4
25.06.2023 16:00;;;605,7;;25.06.2023 15:45;605,7
25.06.2023 16:15;;;568,3;;25.06.2023 16:00;568,3
25.06.2023 16:30;;;567,1;;25.06.2023 16:15;567,1
25.06.2023 16:45;;;572,7;;25.06.2023 16:30;572,7
25.06.2023 17:00;;;580,6;;25.06.2023 16:45;580,6
25.06.2023 17:15;;;569,1;;25.06.2023 17:00;569,1
25.06.2023 17:30;;;579,2;;25.06.2023 17:15;579,2
25.06.2023 17:45;;;566,3;;25.06.2023 17:30;566,3
25.06.2023 18:00;;;557;;25.06.2023 17:45;557
25.06.2023 18:15;;;557,4;;25.06.2023 18:00;557,4
25.06.2023 18:30;;;548,8;;25.06.2023 18:15;548,8
25.06.2023 18:45;;;528,2;;25.06.2023 18:30;528,2
25.06.2023 19:00;;;515,8;;25.06.2023 18:45;515,8
25.06.2023 19:15;;;512,2;;25.06.2023 19:00;512,2
25.06.2023 19:30;;;477,4;;25.06.2023 19:15;477,4
25.06.2023 19:45;;;451;;25.06.2023 19:30;451
25.06.2023 20:00;;;383,9;;25.06.2023 19:45;383,9
25.06.2023 20:15;;;339,4;;25.06.2023 20:00;339,4
25.06.2023 20:30;;;300,1;;25.06.2023 20:15;300,1
25.06.2023 20:45;;;294,5;;25.06.2023 20:30;294,5
25.06.2023 21:00;;;262,2;;25.06.2023 20:45;262,2
25.06.2023 21:15;;;254,5;;25.06.2023 21:00;254,5
25.06.2023 21:30;;;252,7;;25.06.2023 21:15;252,7
25.06.2023 21:45;;;240;;25.06.2023 21:30;240
25.06.2023 22:00;;;235;;25.06.2023 21:45;235
25.06.2023 22:15;;;235;;25.06.2023 22:00;235
25.06.2023 22:30;;;220;;25.06.2023 22:15;220
25.06.2023 22:45;;;230;;25.06.2023 22:30;230
25.06.2023 23:00;;;225;;25.06.2023 22:45;225
25.06.2023 23:15;;;220;;25.06.2023 23:00;220
25.06.2023 23:30;;;220;;25.06.2023 23:15;220
25.06.2023 23:45;;;210;;25.06.2023 23:30;210
26.06.2023 00:00;;;215;;25.06.2023 23:45;215
26.06.2023 00:15;;;210;;26.06.2023 00:00;210
26.06.2023 00:30;;;210;;26.06.2023 00:15;210
26.06.2023 00:45;;;200;;26.06.2023 00:30;200
26.06.2023 01:00;;;195;;26.06.2023 00:45;195
26.06.2023 01:15;;;195;;26.06.2023 01:00;195
26.06.2023 01:30;;;205;;26.06.2023 01:15;205
26.06.2023 01:45;;;200;;26.06.2023 01:30;200
26.06.2023 02:00;;;195;;26.06.2023 01:45;195
26.06.2023 02:15;;;195;;26.06.2023 02:00;195
26.06.2023 02:30;;;195;;26.06.2023 02:15;195
26.06.2023 02:45;;;200;;26.06.2023 02:30;200
26.06.2023 03:00;;;195;;26.06.2023 02:45;195
26.06.2023 03:15;;;200;;26.06.2023 03:00;200
26.06.2023 03:30;;;195;;26.06.2023 03:15;195
26.06.2023 03:45;;;200;;26.06.2023 03:30;200
26.06.2023 04:00;;;200;;26.06.2023 03:45;200
26.06.2023 04:15;;;190;;26.06.2023 04:00;190
26.06.2023 04:30;;;190;;26.06.2023 04:15;190
26.06.2023 04:45;;;180;;26.06.2023 04:30;180
26.06.2023 05:00;;;180,5;;26.06.2023 04:45;180,5
26.06.2023 05:15;;;169,5;;26.06.2023 05:00;169,5
26.06.2023 05:30;;;174,1;;26.06.2023 05:15;174,1
26.06.2023 05:45;;;167,3;;26.06.2023 05:30;167,3
26.06.2023 06:00;;;165,3;;26.06.2023 05:45;165,3
26.06.2023 06:15;;;173,4;;26.06.2023 06:00;173,4
26.06.2023 06:30;;;164,5;;26.06.2023 06:15;164,5
26.06.2023 06:45;;;170;;26.06.2023 06:30;170
26.06.2023 07:00;;;179,7;;26.06.2023 06:45;179,7
26.06.2023 07:15;;;179,1;;26.06.2023 07:00;179,1
26.06.2023 07:30;;;200,6;;26.06.2023 07:15;200,6
26.06.2023 07:45;;;189,8;;26.06.2023 07:30;189,8
26.06.2023 08:00;;;200,2;;26.06.2023 07:45;200,2
26.06.2023 08:15;;;218,5;;26.06.2023 08:00;218,5
26.06.2023 08:30;;;226,7;;26.06.2023 08:15;226,7
26.06.2023 08:45;;;270,2;;26.06.2023 08:30;270,2
26.06.2023 09:00;;;310,9;;26.06.2023 08:45;310,9
26.06.2023 09:15;;;320,1;;26.06.2023 09:00;320,1
26.06.2023 09:30;;;352,3;;26.06.2023 09:15;352,3
26.06.2023 09:45;;;340,2;;26.06.2023 09:30;340,2
26.06.2023 10:00;;;369,7;;26.06.2023 09:45;369,7
26.06.2023 10:15;;;426,2;;26.06.2023 10:00;426,2
26.06.2023 10:30;;;447,4;;26.06.2023 10:15;447,4
26.06.2023 10:45;;;490,9;;26.06.2023 10:30;490,9
26.06.2023 11:00;;;512,1;;26.06.2023 10:45;512,1
26.06.2023 11:15;;;541,5;;26.06.2023 11:00;541,5
26.06.2023 11:30;;;559,4;;26.06.2023 11:15;559,4
26.06.2023 11:45;;;562,1;;26.06.2023 11:30;562,1
26.06.2023 12:00;;;564,2;;26.06.2023 11:45;564,2
26.06.2023 12:15;;;565,6;;26.06.2023 12:00;565,6
26.06.2023 12:30;;;579,9;;26.06.2023 12:15;579,9
26.06.2023 12:45;;;586,9;;26.06.2023 12:30;586,9
26.06.2023 13:00;;;598,6;;26.06.2023 12:45;598,6
26.06.2023 13:15;;;584,3;;26.06.2023 13:00;584,3
26.06.2023 13:30;;;603,3;;26.06.2023 13:15;603,3
26.06.2023 13:45;;;586,9;;26.06.2023 13:30;586,9
26.06.2023 14:00;;;576,3;;26.06.2023 13:45;576,3
26.06.2023 14:15;;;597,1;;26.06.2023 14:00;597,1
26.06.2023 14:30;;;600,6;;26.06.2023 14:15;600,6
26.06.2023 14:45;;;600,5;;26.06.2023 14:30;600,5
26.06.2023 15:00;;;591,1;;26.06.2023 14:45;591,1
26.06.2023 15:15;;;571,4;;26.06.2023 15:00;571,4
26.06.2023 15:30;;;560,8;;26.06.2023 15:15;560,8
26.06.2023 15:45;;;553;;26.06.2023 15:30;553
26.06.2023 16:00;;;567,5;;26.06.2023 15:45;567,5
26.06.2023 16:15;;;566,9;;26.06.2023 16:00;566,9
26.06.2023 16:30;;;567,2;;26.06.2023 16:15;567,2
26.06.2023 16:45;;;580;;26.06.2023 16:30;580
26.06.2023 17:00;;;590,7;;26.06.2023 16:45;590,7
26.06.2023 17:15;;;587;;26.06.2023 17:00;587
26.06.2023 17:30;;;565,3;;26.06.2023 17:15;565,3
26.06.2023 17:45;;;570,4;;26.06.2023 17:30;570,4
26.06.2023 18:00;;;543,8;;26.06.2023 17:45;543,8
26.06.2023 18:15;;;532,6;;26.06.2023 18:00;532,6
26.06.2023 18:30;;;529,3;;26.06.2023 18:15;529,3
26.06.2023 18:45;;;507,8;;26.06.2023 18:30;507,8
26.06.2023 19:00;;;507,1;;26.06.2023 18:45;507,1
26.06.2023 19:15;;;481,9;;26.06.2023 19:00;481,9
26.06.2023 19:30;;;453,6;;26.06.2023 19:15;453,6
26.06.2023 19:45;;;421,9;;26.06.2023 19:30;421,9
26.06.2023 20:00;;;351;;26.06.2023 19:45;351
26.06.2023 20:15;;;312,9;;26.06.2023 20:00;312,9
26.06.2023 20:30;;;289,8;;26.06.2023 20:15;289,8
26.06.2023 20:45;;;261,5;;26.06.2023 20:30;261,5
26.06.2023 21:00;;;252,6;;26.06.2023 20:45;252,6
26.06.2023 21:15;;;249,9;;26.06.2023 21:00;249,9
26.06.2023 21:30;;;235,2;;26.06.2023 21:15;235,2
26.06.2023 21:45;;;225;;26.06.2023 21:30;225
26.06.2023 22:00;;;220;;26.06.2023 21:45;220
26.06.2023 22:15;;;220;;26.06.2023 22:00;220
26.06.2023 22:30;;;215;;26.06.2023 22:15;215
26.06.2023 22:45;;;220;;26.06.2023 22:30;220
26.06.2023 23:00;;;215;;26.06.2023 22:45;215
26.06.2023 23:15;;;220;;26.06.2023 23:00;220
26.06.2023 23:30;;;210;;26.06.2023 23:15;210
26.06.2023 23:45;;;205;;26.06.2023 23:30;205
27.06.2023 00:00;;;205;;26.06.2023 23:45;205
27.06.2023 00:15;;;200;;27.06.2023 00:00;200
27.06.2023 00:30;;;195;;27.06.2023 00:15;195
27.06.2023 00:45;;;195;;27.06.2023 00:30;195
27.06.2023 01:00;;;190;;27.06.2023 00:45;190
27.06.2023 01:15;;;205;;27.06.2023 01:00;205
27.06.2023 01:30;;;200;;27.06.2023 01:15;200
27.06.2023 01:45;;;190;;27.06.2023 01:30;190
27.06.2023 02:00;;;195;;27.06.2023 01:45;195
27.06.2023 02:15;;;185;;27.06.2023 02:00;185
27.06.2023 02:30;;;190;;27.06.2023 02:15;190
27.06.2023 02:45;;;190;;27.06.2023 02:30;190
27.06.2023 03:00;;;185;;27.06.2023 02:45;185
27.06.2023 03:15;;;195;;27.06.2023 03:00;195
27.06.2023 03:30;;;190;;27.06.2023 03:15;190
27.06.2023 03:45;;;195;;27.06.2023 03:30;195
27.06.2023 04:00;;;190;;27.06.2023 03:45;190
27.06.2023 04:15;;;190;;27.06.2023 04:00;190
27.06.2023 04:30;;;180;;27.06.2023 04:15;180
27.06.2023 04:45;;;175;;27.06.2023 04:30;175
27.06.2023 05:00;;;161,1;;27.06.2023 04:45;161,1
27.06.2023 05:15;;;171,4;;27.06.2023 05:00;171,4
27.06.2023 05:30;;;158,3;;27.06.2023 05:15;158,3
27.06.2023 05:45;;;165,4;;27.06.2023 05:30;165,4
27.06.2023 06:00;;;152,8;;27.06.2023 05:45;152,8
27.06.2023 06:15;;;162;;27.06.2023 06:00;162
27.06.2023 06:30;;;160;;27.06.2023 06:15;160
27.06.2023 06:45;;;159,7;;27.06.2023 06:30;159,7
27.06.2023 07:00;;;169,3;;27.06.2023 06:45;169,3
27.06.2023 07:15;;;165;;27.06.2023 07:00;165
27.06.2023 07:30;;;166,6;;27.06.2023 07:15;166,6
27.06.2023 07:45;;;160,8;;27.06.2023 07:30;160,8
27.06.2023 08:00;;;159;;27.06.2023 07:45;159
27.06.2023 08:15;;;166,4;;27.06.2023 08:00;166,4
27.06.2023 08:30;;;168,7;;27.06.2023 08:15;168,7
27.06.2023 08:45;;;176,9;;27.06.2023 08:30;176,9
27.06.2023 09:00;;;181,9;;27.06.2023 08:45;181,9
27.06.2023 09:15;;;189,4;;27.06.2023 09:00;189,4
27.06.2023 09:30;;;188,4;;27.06.2023 09:15;188,4
27.06.2023 09:45;;;191,4;;27.06.2023 09:30;191,4
27.06.2023 10:00;;;207,1;;27.06.2023 09:45;207,1
27.06.2023 10:15;;;194,4;;27.06.2023 10:00;194,4
27.06.2023 10:30;;;211,8;;27.06.2023 10:15;211,8
27.06.2023 10:45;;;216,5;;27.06.2023 10:30;216,5
27.06.2023 11:00;;;211,8;;27.06.2023 10:45;211,8
27.06.2023 11:15;;;216,9;;27.06.2023 11:00;216,9
27.06.2023 11:30;;;213;;27.06.2023 11:15;213
27.06.2023 11:45;;;214,7;;27.06.2023 11:30;214,7
27.06.2023 12:00;;;224,8;;27.06.2023 11:45;224,8
27.06.2023 12:15;;;225;;27.06.2023 12:00;225
27.06.2023 12:30;;;224,5;;27.06.2023 12:15;224,5
27.06.2023 12:45;;;213,2;;27.06.2023 12:30;213,2
27.06.2023 13:00;;;207,8;;27.06.2023 12:45;207,8
27.06.2023 13:15;;;240,7;;27.06.2023 13:00;240,7
27.06.2023 13:30;;;240,6;;27.06.2023 13:15;240,6
27.06.2023 13:45;;;233,9;;27.06.2023 13:30;233,9
27.06.2023 14:00;;;227,3;;27.06.2023 13:45;227,3
27.06.2023 14:15;;;226,3;;27.06.2023 14:00;226,3
27.06.2023 14:30;;;216,1;;27.06.2023 14:15;216,1
27.06.2023 14:45;;;226,1;;27.06.2023 14:30;226,1
27.06.2023 15:00;;;213,8;;27.06.2023 14:45;213,8
27.06.2023 15:15;;;214,2;;27.06.2023 15:00;214,2
27.06.2023 15:30;;;223,3;;27.06.2023 15:15;223,3
27.06.2023 15:45;;;218,5;;27.06.2023 15:30;218,5
27.06.2023 16:00;;;214;;27.06.2023 15:45;214
27.06.2023 16:15;;;217,8;;27.06.2023 16:00;217,8
27.06.2023 16:30;;;219,3;;27.06.2023 16:15;219,3
27.06.2023 16:45;;;213,2;;27.06.2023 16:30;213,2
27.06.2023 17:00;;;213,5;;27.06.2023 16:45;213,5
27.06.2023 17:15;;;223,1;;27.06.2023 17:00;223,1
27.06.2023 17:30;;;215,3;;27.06.2023 17:15;215,3
27.06.2023 17:45;;;206,4;;27.06.2023 17:30;206,4
27.06.2023 18:00;;;206,4;;27.06.2023 17:45;206,4
27.06.2023 18:15;;;198,9;;27.06.2023 18:00;198,9
27.06.2023 18:30;;;193,4;;27.06.2023 18:15;193,4
27.06.2023 18:45;;;179,2;;27.06.2023 18:30;179,2
27.06.2023 19:00;;;174,6;;27.06.2023 18:45;174,6
27.06.2023 19:15;;;183,9;;27.06.2023 19:00;183,9
27.06.2023 19:30;;;182,1;;27.06.2023 19:15;182,1
27.06.2023 19:45;;;179,2;;27.06.2023 19:30;179,2
27.06.2023 20:00;;;180;;27.06.2023 19:45;180
27.06.2023 20:15;;;178;;27.06.2023 20:00;178
27.06.2023 20:30;;;176,1;;27.06.2023 20:15;176,1
27.06.2023 20:45;;;177;;27.06.2023 20:30;177
27.06.2023 21:00;;;172,9;;27.06.2023 20:45;172,9
27.06.2023 21:15;;;195,6;;27.06.2023 21:00;195,6
27.06.2023 21:30;;;171,3;;27.06.2023 21:15;171,3
27.06.2023 21:45;;;185;;27.06.2023 21:30;185
27.06.2023 22:00;;;190;;27.06.2023 21:45;190
27.06.2023 22:15;;;190;;27.06.2023 22:00;190
27.06.2023 22:30;;;180;;27.06.2023 22:15;180
27.06.2023 22:45;;;185;;27.06.2023 22:30;185
27.06.2023 23:00;;;185;;27.06.2023 22:45;185
27.06.2023 23:15;;;185;;27.06.2023 23:00;185
27.06.2023 23:30;;;185;;27.06.2023 23:15;185
27.06.2023 23:45;;;185;;27.06.2023 23:30;185
28.06.2023 00:00;;;175;;27.06.2023 23:45;175
28.06.2023 00:15;;;185;;28.06.2023 00:00;185
28.06.2023 00:30;;;185;;28.06.2023 00:15;185
28.06.2023 00:45;;;185;;28.06.2023 00:30;185
28.06.2023 01:00;;;180;;28.06.2023 00:45;180
28.06.2023 01:15;;;190;;28.06.2023 01:00;190
28.06.2023 01:30;;;180;;28.06.2023 01:15;180
28.06.2023 01:45;;;190;;28.06.2023 01:30;190
28.06.2023 02:00;;;180;;28.06.2023 01:45;180
28.06.2023 02:15;;;190;;28.06.2023 02:00;190
28.06.2023 02:30;;;185;;28.06.2023 02:15;185
28.06.2023 02:45;;;185;;28.06.2023 02:30;185
28.06.2023 03:00;;;180;;28.06.2023 02:45;180
28.06.2023 03:15;;;185;;28.06.2023 03:00;185
28.06.2023 03:30;;;175;;28.06.2023 03:15;175
28.06.2023 03:45;;;175;;28.06.2023 03:30;175
28.06.2023 04:00;;;180;;28.06.2023 03:45;180
28.06.2023 04:15;;;175;;28.06.2023 04:00;175
28.06.2023 04:30;;;175;;28.06.2023 04:15;175
28.06.2023 04:45;;;170;;28.06.2023 04:30;170
28.06.2023 05:00;;;165,2;;28.06.2023 04:45;165,2
28.06.2023 05:15;;;167,8;;28.06.2023 05:00;167,8
28.06.2023 05:30;;;157,7;;28.06.2023 05:15;157,7
28.06.2023 05:45;;;150,6;;28.06.2023 05:30;150,6
28.06.2023 06:00;;;154,2;;28.06.2023 05:45;154,2
28.06.2023 06:15;;;172;;28.06.2023 06:00;172
28.06.2023 06:30;;;163,1;;28.06.2023 06:15;163,1
28.06.2023 06:45;;;153,7;;28.06.2023 06:30;153,7
28.06.2023 07:00;;;152,3;;28.06.2023 06:45;152,3
28.06.2023 07:15;;;161,8;;28.06.2023 07:00;161,8
28.06.2023 07:30;;;175,2;;28.06.2023 07:15;175,2
28.06.2023 07:45;;;178,6;;28.06.2023 07:30;178,6
28.06.2023 08:00;;;190,3;;28.06.2023 07:45;190,3
28.06.2023 08:15;;;221;;28.06.2023 08:00;221
28.06.2023 08:30;;;223,7;;28.06.2023 08:15;223,7
28.06.2023 08:45;;;248,3;;28.06.2023 08:30;248,3
28.06.2023 09:00;;;276,4;;28.06.2023 08:45;276,4
28.06.2023 09:15;;;318,7;;28.06.2023 09:00;318,7
28.06.2023 09:30;;;342,2;;28.06.2023 09:15;342,2
28.06.2023 09:45;;;361,1;;28.06.2023 09:30;361,1
28.06.2023 10:00;;;361,7;;28.06.2023 09:45;361,7
28.06.2023 10:15;;;409,7;;28.06.2023 10:00;409,7
28.06.2023 10:30;;;444,1;;28.06.2023 10:15;444,1
28.06.2023 10:45;;;470,2;;28.06.2023 10:30;470,2
28.06.2023 11:00;;;481,9;;28.06.2023 10:45;481,9
28.06.2023 11:15;;;490,3;;28.06.2023 11:00;490,3
28.06.2023 11:30;;;521,9;;28.06.2023 11:15;521,9
28.06.2023 11:45;;;546;;28.06.2023 11:30;546
28.06.2023 12:00;;;522,3;;28.06.2023 11:45;522,3
28.06.2023 12:15;;;535;;28.06.2023 12:00;535
28.06.2023 12:30;;;520,3;;28.06.2023 12:15;520,3
28.06.2023 12:45;;;544,9;;28.06.2023 12:30;544,9
28.06.2023 13:00;;;535,1;;28.06.2023 12:45;535,1
28.06.2023 13:15;;;543,8;;28.06.2023 13:00;543,8
28.06.2023 13:30;;;552,7;;28.06.2023 13:15;552,7
28.06.2023 13:45;;;541,3;;28.06.2023 13:30;541,3
28.06.2023 14:00;;;562,3;;28.06.2023 13:45;562,3
28.06.2023 14:15;;;555,5;;28.06.2023 14:00;555,5
28.06.2023 14:30;;;554,5;;28.06.2023 14:15;554,5
28.06.2023 14:45;;;551,7;;28.06.2023 14:30;551,7
28.06.2023 15:00;;;547,4;;28.06.2023 14:45;547,4
28.06.2023 15:15;;;546,3;;28.06.2023 15:00;546,3
28.06.2023 15:30;;;541,5;;28.06.2023 15:15;541,5
28.06.2023 15:45;;;537,6;;28.06.2023 15:30;537,6
28.06.2023 16:00;;;558,1;;28.06.2023 15:45;558,1
28.06.2023 16:15;;;530,5;;28.06.2023 16:00;530,5
28.06.2023 16:30;;;534,1;;28.06.2023 16:15;534,1
28.06.2023 16:45;;;548,1;;28.06.2023 16:30;548,1
28.06.2023 17:00;;;553,2;;28.06.2023 16:45;553,2
28.06.2023 17:15;;;533,7;;28.06.2023 17:00;533,7
28.06.2023 17:30;;;536,4;;28.06.2023 17:15;536,4
28.06.2023 17:45;;;512,9;;28.06.2023 17:30;512,9
28.06.2023 18:00;;;522,8;;28.06.2023 17:45;522,8
28.06.2023 18:15;;;515,6;;28.06.2023 18:00;515,6
28.06.2023 18:30;;;509,6;;28.06.2023 18:15;509,6
28.06.2023 18:45;;;483,8;;28.06.2023 18:30;483,8
28.06.2023 19:00;;;482,5;;28.06.2023 18:45;482,5
28.06.2023 19:15;;;468,9;;28.06.2023 19:00;468,9
28.06.2023 19:30;;;469,2;;28.06.2023 19:15;469,2
28.06.2023 19:45;;;437,7;;28.06.2023 19:30;437,7
28.06.2023 20:00;;;412,1;;28.06.2023 19:45;412,1
28.06.2023 20:15;;;347,8;;28.06.2023 20:00;347,8
28.06.2023 20:30;;;307,6;;28.06.2023 20:15;307,6
28.06.2023 20:45;;;282,4;;28.06.2023 20:30;282,4
28.06.2023 21:00;;;258,3;;28.06.2023 20:45;258,3
28.06.2023 21:15;;;245,5;;28.06.2023 21:00;245,5
28.06.2023 21:30;;;240,6;;28.06.2023 21:15;240,6
28.06.2023 21:45;;;230;;28.06.2023 21:30;230
28.06.2023 22:00;;;225;;28.06.2023 21:45;225
28.06.2023 22:15;;;225;;28.06.2023 22:00;225
28.06.2023 22:30;;;215;;28.06.2023 22:15;215
28.06.2023 22:45;;;210;;28.06.2023 22:30;210
28.06.2023 23:00;;;215;;28.06.2023 22:45;215
28.06.2023 23:15;;;205;;28.06.2023 23:00;205
28.06.2023 23:30;;;205;;28.06.2023 23:15;205
28.06.2023 23:45;;;200;;28.06.2023 23:30;200
29.06.2023 00:00;;;205;;28.06.2023 23:45;205
29.06.2023 00:15;;;200;;29.06.2023 00:00;200
29.06.2023 00:30;;;195;;29.06.2023 00:15;195
29.06.2023 00:45;;;190;;29.06.2023 00:30;190
29.06.2023 01:00;;;195;;29.06.2023 00:45;195
29.06.2023 01:15;;;185;;29.06.2023 01:00;185
29.06.2023 01:30;;;185;;29.06.2023 01:15;185
29.06.2023 01:45;;;180;;29.06.2023 01:30;180
29.06.2023 02:00;;;190;;29.06.2023 01:45;190
29.06.2023 02:15;;;205;;29.06.2023 02:00;205
