Datum;Von;Bis;kW;;;
03.04.2024 15:30;;;635,1;;03.04.2024 15:15;635,1
03.04.2024 15:45;;;637,3;;03.04.2024 15:30;637,3
03.04.2024 16:00;;;598,3;;03.04.2024 15:45;598,3
03.04.2024 16:15;;;580,4;;03.04.2024 16:00;580,4
03.04.2024 16:30;;;608,9;;03.04.2024 16:15;608,9
03.04.2024 16:45;;;586,8;;03.04.2024 16:30;586,8
03.04.2024 17:00;;;598,2;;03.04.2024 16:45;598,2
03.04.2024 17:15;;;629;;03.04.2024 17:00;629
03.04.2024 17:30;;;603;;03.04.2024 17:15;603
03.04.2024 17:45;;;596,4;;03.04.2024 17:30;596,4
03.04.2024 18:00;;;615,8;;03.04.2024 17:45;615,8
03.04.2024 18:15;;;622,1;;03.04.2024 18:00;622,1
03.04.2024 18:30;;;597,9;;03.04.2024 18:15;597,9
03.04.2024 18:45;;;603,7;;03.04.2024 18:30;603,7
03.04.2024 19:00;;;581,3;;03.04.2024 18:45;581,3
03.04.2024 19:15;;;554,5;;03.04.2024 19:00;554,5
03.04.2024 19:30;;;528,3;;03.04.2024 19:15;528,3
03.04.2024 19:45;;;465,1;;03.04.2024 19:30;465,1
03.04.2024 20:00;;;445;;03.04.2024 19:45;445
03.04.2024 20:15;;;425;;03.04.2024 20:00;425
03.04.2024 20:30;;;365;;03.04.2024 20:15;365
03.04.2024 20:45;;;340;;03.04.2024 20:30;340
03.04.2024 21:00;;;300;;03.04.2024 20:45;300
03.04.2024 21:15;;;275;;03.04.2024 21:00;275
03.04.2024 21:30;;;230;;03.04.2024 21:15;230
03.04.2024 21:45;;;220;;03.04.2024 21:30;220
03.04.2024 22:00;;;225;;03.04.2024 21:45;225
03.04.2024 22:15;;;215;;03.04.2024 22:00;215
03.04.2024 22:30;;;210;;03.04.2024 22:15;210
03.04.2024 22:45;;;200;;03.04.2024 22:30;200
03.04.2024 23:00;;;200;;03.04.2024 22:45;200
03.04.2024 23:15;;;195;;03.04.2024 23:00;195
03.04.2024 23:30;;;195;;03.04.2024 23:15;195
03.04.2024 23:45;;;190;;03.04.2024 23:30;190
04.04.2024 00:00;;;195;;03.04.2024 23:45;195
04.04.2024 00:15;;;195;;04.04.2024 00:00;195
04.04.2024 00:30;;;190;;04.04.2024 00:15;190
04.04.2024 00:45;;;190;;04.04.2024 00:30;190
04.04.2024 01:00;;;190;;04.04.2024 00:45;190
04.04.2024 01:15;;;185;;04.04.2024 01:00;185
04.04.2024 01:30;;;190;;04.04.2024 01:15;190
04.04.2024 01:45;;;190;;04.04.2024 01:30;190
04.04.2024 02:00;;;195;;04.04.2024 01:45;195
04.04.2024 02:15;;;195;;04.04.2024 02:00;195
04.04.2024 02:30;;;195;;04.04.2024 02:15;195
04.04.2024 02:45;;;205;;04.04.2024 02:30;205
04.04.2024 03:00;;;190;;04.04.2024 02:45;190
04.04.2024 03:15;;;175;;04.04.2024 03:00;175
04.04.2024 03:30;;;180;;04.04.2024 03:15;180
04.04.2024 03:45;;;185;;04.04.2024 03:30;185
04.04.2024 04:00;;;180;;04.04.2024 03:45;180
04.04.2024 04:15;;;180;;04.04.2024 04:00;180
04.04.2024 04:30;;;170;;04.04.2024 04:15;170
04.04.2024 04:45;;;180;;04.04.2024 04:30;180
04.04.2024 05:00;;;185;;04.04.2024 04:45;185
04.04.2024 05:15;;;170;;04.04.2024 05:00;170
04.04.2024 05:30;;;175;;04.04.2024 05:15;175
04.04.2024 05:45;;;170;;04.04.2024 05:30;170
04.04.2024 06:00;;;175;;04.04.2024 05:45;175
04.04.2024 06:15;;;175;;04.04.2024 06:00;175
04.04.2024 06:30;;;180;;04.04.2024 06:15;180
04.04.2024 06:45;;;165,8;;04.04.2024 06:30;165,8
04.04.2024 07:00;;;167,3;;04.04.2024 06:45;167,3
04.04.2024 07:15;;;168,4;;04.04.2024 07:00;168,4
04.04.2024 07:30;;;174,6;;04.04.2024 07:15;174,6
04.04.2024 07:45;;;197,1;;04.04.2024 07:30;197,1
04.04.2024 08:00;;;205,1;;04.04.2024 07:45;205,1
04.04.2024 08:15;;;252,5;;04.04.2024 08:00;252,5
04.04.2024 08:30;;;247,3;;04.04.2024 08:15;247,3
04.04.2024 08:45;;;257,7;;04.04.2024 08:30;257,7
04.04.2024 09:00;;;292;;04.04.2024 08:45;292
04.04.2024 09:15;;;374,8;;04.04.2024 09:00;374,8
04.04.2024 09:30;;;357,4;;04.04.2024 09:15;357,4
04.04.2024 09:45;;;407;;04.04.2024 09:30;407
04.04.2024 10:00;;;451,2;;04.04.2024 09:45;451,2
04.04.2024 10:15;;;473,6;;04.04.2024 10:00;473,6
04.04.2024 10:30;;;490,3;;04.04.2024 10:15;490,3
04.04.2024 10:45;;;518,4;;04.04.2024 10:30;518,4
04.04.2024 11:00;;;539,8;;04.04.2024 10:45;539,8
04.04.2024 11:15;;;543;;04.04.2024 11:00;543
04.04.2024 11:30;;;555,5;;04.04.2024 11:15;555,5
04.04.2024 11:45;;;582,7;;04.04.2024 11:30;582,7
04.04.2024 12:00;;;582,7;;04.04.2024 11:45;582,7
04.04.2024 12:15;;;593,2;;04.04.2024 12:00;593,2
04.04.2024 12:30;;;604,5;;04.04.2024 12:15;604,5
04.04.2024 12:45;;;599,8;;04.04.2024 12:30;599,8
04.04.2024 13:00;;;634,7;;04.04.2024 12:45;634,7
04.04.2024 13:15;;;636,4;;04.04.2024 13:00;636,4
04.04.2024 13:30;;;615,1;;04.04.2024 13:15;615,1
04.04.2024 13:45;;;630,6;;04.04.2024 13:30;630,6
04.04.2024 14:00;;;633,2;;04.04.2024 13:45;633,2
04.04.2024 14:15;;;648,4;;04.04.2024 14:00;648,4
04.04.2024 14:30;;;671,7;;04.04.2024 14:15;671,7
04.04.2024 14:45;;;656,1;;04.04.2024 14:30;656,1
04.04.2024 15:00;;;635,7;;04.04.2024 14:45;635,7
04.04.2024 15:15;;;638,6;;04.04.2024 15:00;638,6
04.04.2024 15:30;;;609,4;;04.04.2024 15:15;609,4
04.04.2024 15:45;;;632,3;;04.04.2024 15:30;632,3
04.04.2024 16:00;;;617,7;;04.04.2024 15:45;617,7
04.04.2024 16:15;;;618,9;;04.04.2024 16:00;618,9
04.04.2024 16:30;;;598,7;;04.04.2024 16:15;598,7
04.04.2024 16:45;;;601,7;;04.04.2024 16:30;601,7
04.04.2024 17:00;;;609;;04.04.2024 16:45;609
04.04.2024 17:15;;;582,9;;04.04.2024 17:00;582,9
04.04.2024 17:30;;;585,7;;04.04.2024 17:15;585,7
04.04.2024 17:45;;;595,8;;04.04.2024 17:30;595,8
04.04.2024 18:00;;;564,9;;04.04.2024 17:45;564,9
04.04.2024 18:15;;;565,8;;04.04.2024 18:00;565,8
04.04.2024 18:30;;;550,3;;04.04.2024 18:15;550,3
04.04.2024 18:45;;;575,5;;04.04.2024 18:30;575,5
04.04.2024 19:00;;;571,1;;04.04.2024 18:45;571,1
04.04.2024 19:15;;;559;;04.04.2024 19:00;559
04.04.2024 19:30;;;527;;04.04.2024 19:15;527
04.04.2024 19:45;;;466;;04.04.2024 19:30;466
04.04.2024 20:00;;;415;;04.04.2024 19:45;415
04.04.2024 20:15;;;385;;04.04.2024 20:00;385
04.04.2024 20:30;;;375;;04.04.2024 20:15;375
04.04.2024 20:45;;;335;;04.04.2024 20:30;335
04.04.2024 21:00;;;290;;04.04.2024 20:45;290
04.04.2024 21:15;;;265;;04.04.2024 21:00;265
04.04.2024 21:30;;;240;;04.04.2024 21:15;240
04.04.2024 21:45;;;235;;04.04.2024 21:30;235
04.04.2024 22:00;;;225;;04.04.2024 21:45;225
04.04.2024 22:15;;;225;;04.04.2024 22:00;225
04.04.2024 22:30;;;215;;04.04.2024 22:15;215
04.04.2024 22:45;;;210;;04.04.2024 22:30;210
04.04.2024 23:00;;;200;;04.04.2024 22:45;200
04.04.2024 23:15;;;195;;04.04.2024 23:00;195
04.04.2024 23:30;;;200;;04.04.2024 23:15;200
04.04.2024 23:45;;;205;;04.04.2024 23:30;205
05.04.2024 00:00;;;205;;04.04.2024 23:45;205
05.04.2024 00:15;;;200;;05.04.2024 00:00;200
05.04.2024 00:30;;;200;;05.04.2024 00:15;200
05.04.2024 00:45;;;205;;05.04.2024 00:30;205
05.04.2024 01:00;;;205;;05.04.2024 00:45;205
05.04.2024 01:15;;;195;;05.04.2024 01:00;195
05.04.2024 01:30;;;200;;05.04.2024 01:15;200
05.04.2024 01:45;;;190;;05.04.2024 01:30;190
05.04.2024 02:00;;;195;;05.04.2024 01:45;195
05.04.2024 02:15;;;200;;05.04.2024 02:00;200
05.04.2024 02:30;;;190;;05.04.2024 02:15;190
05.04.2024 02:45;;;190;;05.04.2024 02:30;190
05.04.2024 03:00;;;185;;05.04.2024 02:45;185
05.04.2024 03:15;;;190;;05.04.2024 03:00;190
05.04.2024 03:30;;;205;;05.04.2024 03:15;205
05.04.2024 03:45;;;205;;05.04.2024 03:30;205
05.04.2024 04:00;;;195;;05.04.2024 03:45;195
05.04.2024 04:15;;;195;;05.04.2024 04:00;195
05.04.2024 04:30;;;195;;05.04.2024 04:15;195
05.04.2024 04:45;;;190;;05.04.2024 04:30;190
05.04.2024 05:00;;;185;;05.04.2024 04:45;185
05.04.2024 05:15;;;185;;05.04.2024 05:00;185
05.04.2024 05:30;;;175;;05.04.2024 05:15;175
05.04.2024 05:45;;;190;;05.04.2024 05:30;190
05.04.2024 06:00;;;185;;05.04.2024 05:45;185
05.04.2024 06:15;;;185;;05.04.2024 06:00;185
05.04.2024 06:30;;;180;;05.04.2024 06:15;180
05.04.2024 06:45;;;187,2;;05.04.2024 06:30;187,2
05.04.2024 07:00;;;179,3;;05.04.2024 06:45;179,3
05.04.2024 07:15;;;178,6;;05.04.2024 07:00;178,6
05.04.2024 07:30;;;192,2;;05.04.2024 07:15;192,2
05.04.2024 07:45;;;208,8;;05.04.2024 07:30;208,8
05.04.2024 08:00;;;210,9;;05.04.2024 07:45;210,9
05.04.2024 08:15;;;252,4;;05.04.2024 08:00;252,4
05.04.2024 08:30;;;251,7;;05.04.2024 08:15;251,7
05.04.2024 08:45;;;269,7;;05.04.2024 08:30;269,7
05.04.2024 09:00;;;314;;05.04.2024 08:45;314
05.04.2024 09:15;;;382,5;;05.04.2024 09:00;382,5
05.04.2024 09:30;;;369,9;;05.04.2024 09:15;369,9
05.04.2024 09:45;;;388,5;;05.04.2024 09:30;388,5
05.04.2024 10:00;;;415;;05.04.2024 09:45;415
05.04.2024 10:15;;;508,4;;05.04.2024 10:00;508,4
05.04.2024 10:30;;;517,1;;05.04.2024 10:15;517,1
05.04.2024 10:45;;;532,1;;05.04.2024 10:30;532,1
05.04.2024 11:00;;;556,6;;05.04.2024 10:45;556,6
05.04.2024 11:15;;;580,4;;05.04.2024 11:00;580,4
05.04.2024 11:30;;;592,3;;05.04.2024 11:15;592,3
05.04.2024 11:45;;;585,9;;05.04.2024 11:30;585,9
05.04.2024 12:00;;;606,3;;05.04.2024 11:45;606,3
05.04.2024 12:15;;;618,6;;05.04.2024 12:00;618,6
05.04.2024 12:30;;;628,6;;05.04.2024 12:15;628,6
05.04.2024 12:45;;;622,1;;05.04.2024 12:30;622,1
05.04.2024 13:00;;;644,9;;05.04.2024 12:45;644,9
05.04.2024 13:15;;;638,9;;05.04.2024 13:00;638,9
05.04.2024 13:30;;;666,7;;05.04.2024 13:15;666,7
05.04.2024 13:45;;;674,3;;05.04.2024 13:30;674,3
05.04.2024 14:00;;;664,8;;05.04.2024 13:45;664,8
05.04.2024 14:15;;;695,5;;05.04.2024 14:00;695,5
05.04.2024 14:30;;;645,6;;05.04.2024 14:15;645,6
05.04.2024 14:45;;;632,8;;05.04.2024 14:30;632,8
05.04.2024 15:00;;;643,5;;05.04.2024 14:45;643,5
05.04.2024 15:15;;;605,8;;05.04.2024 15:00;605,8
05.04.2024 15:30;;;604,9;;05.04.2024 15:15;604,9
05.04.2024 15:45;;;622,6;;05.04.2024 15:30;622,6
05.04.2024 16:00;;;620,4;;05.04.2024 15:45;620,4
05.04.2024 16:15;;;617,6;;05.04.2024 16:00;617,6
05.04.2024 16:30;;;618,6;;05.04.2024 16:15;618,6
05.04.2024 16:45;;;632,1;;05.04.2024 16:30;632,1
05.04.2024 17:00;;;610,9;;05.04.2024 16:45;610,9
05.04.2024 17:15;;;593,1;;05.04.2024 17:00;593,1
05.04.2024 17:30;;;587,9;;05.04.2024 17:15;587,9
05.04.2024 17:45;;;582,8;;05.04.2024 17:30;582,8
05.04.2024 18:00;;;600,1;;05.04.2024 17:45;600,1
05.04.2024 18:15;;;593,1;;05.04.2024 18:00;593,1
05.04.2024 18:30;;;618,9;;05.04.2024 18:15;618,9
05.04.2024 18:45;;;604,8;;05.04.2024 18:30;604,8
05.04.2024 19:00;;;589;;05.04.2024 18:45;589
05.04.2024 19:15;;;566;;05.04.2024 19:00;566
05.04.2024 19:30;;;515;;05.04.2024 19:15;515
05.04.2024 19:45;;;470;;05.04.2024 19:30;470
05.04.2024 20:00;;;415;;05.04.2024 19:45;415
05.04.2024 20:15;;;395;;05.04.2024 20:00;395
05.04.2024 20:30;;;345;;05.04.2024 20:15;345
05.04.2024 20:45;;;325;;05.04.2024 20:30;325
05.04.2024 21:00;;;305;;05.04.2024 20:45;305
05.04.2024 21:15;;;285;;05.04.2024 21:00;285
05.04.2024 21:30;;;260;;05.04.2024 21:15;260
05.04.2024 21:45;;;255;;05.04.2024 21:30;255
05.04.2024 22:00;;;245;;05.04.2024 21:45;245
05.04.2024 22:15;;;235;;05.04.2024 22:00;235
05.04.2024 22:30;;;225;;05.04.2024 22:15;225
05.04.2024 22:45;;;210;;05.04.2024 22:30;210
05.04.2024 23:00;;;205;;05.04.2024 22:45;205
05.04.2024 23:15;;;205;;05.04.2024 23:00;205
05.04.2024 23:30;;;205;;05.04.2024 23:15;205
05.04.2024 23:45;;;205;;05.04.2024 23:30;205
06.04.2024 00:00;;;195;;05.04.2024 23:45;195
06.04.2024 00:15;;;195;;06.04.2024 00:00;195
06.04.2024 00:30;;;210;;06.04.2024 00:15;210
06.04.2024 00:45;;;215;;06.04.2024 00:30;215
06.04.2024 01:00;;;205;;06.04.2024 00:45;205
06.04.2024 01:15;;;205;;06.04.2024 01:00;205
06.04.2024 01:30;;;205;;06.04.2024 01:15;205
06.04.2024 01:45;;;205;;06.04.2024 01:30;205
06.04.2024 02:00;;;200;;06.04.2024 01:45;200
06.04.2024 02:15;;;200;;06.04.2024 02:00;200
06.04.2024 02:30;;;195;;06.04.2024 02:15;195
06.04.2024 02:45;;;195;;06.04.2024 02:30;195
06.04.2024 03:00;;;190;;06.04.2024 02:45;190
06.04.2024 03:15;;;195;;06.04.2024 03:00;195
06.04.2024 03:30;;;200;;06.04.2024 03:15;200
06.04.2024 03:45;;;200;;06.04.2024 03:30;200
06.04.2024 04:00;;;190;;06.04.2024 03:45;190
06.04.2024 04:15;;;185;;06.04.2024 04:00;185
06.04.2024 04:30;;;185;;06.04.2024 04:15;185
06.04.2024 04:45;;;190;;06.04.2024 04:30;190
06.04.2024 05:00;;;185;;06.04.2024 04:45;185
06.04.2024 05:15;;;195;;06.04.2024 05:00;195
06.04.2024 05:30;;;210;;06.04.2024 05:15;210
06.04.2024 05:45;;;205;;06.04.2024 05:30;205
06.04.2024 06:00;;;200;;06.04.2024 05:45;200
06.04.2024 06:15;;;190;;06.04.2024 06:00;190
06.04.2024 06:30;;;180;;06.04.2024 06:15;180
06.04.2024 06:45;;;177,1;;06.04.2024 06:30;177,1
06.04.2024 07:00;;;178;;06.04.2024 06:45;178
06.04.2024 07:15;;;177,2;;06.04.2024 07:00;177,2
06.04.2024 07:30;;;190,4;;06.04.2024 07:15;190,4
06.04.2024 07:45;;;188,2;;06.04.2024 07:30;188,2
06.04.2024 08:00;;;203,3;;06.04.2024 07:45;203,3
06.04.2024 08:15;;;246,9;;06.04.2024 08:00;246,9
06.04.2024 08:30;;;244,4;;06.04.2024 08:15;244,4
06.04.2024 08:45;;;265,8;;06.04.2024 08:30;265,8
06.04.2024 09:00;;;278,2;;06.04.2024 08:45;278,2
06.04.2024 09:15;;;360,4;;06.04.2024 09:00;360,4
06.04.2024 09:30;;;380;;06.04.2024 09:15;380
06.04.2024 09:45;;;368,7;;06.04.2024 09:30;368,7
06.04.2024 10:00;;;412;;06.04.2024 09:45;412
06.04.2024 10:15;;;500,3;;06.04.2024 10:00;500,3
06.04.2024 10:30;;;524,9;;06.04.2024 10:15;524,9
06.04.2024 10:45;;;529,3;;06.04.2024 10:30;529,3
06.04.2024 11:00;;;521,4;;06.04.2024 10:45;521,4
06.04.2024 11:15;;;566,7;;06.04.2024 11:00;566,7
06.04.2024 11:30;;;569,2;;06.04.2024 11:15;569,2
06.04.2024 11:45;;;581,5;;06.04.2024 11:30;581,5
06.04.2024 12:00;;;595,2;;06.04.2024 11:45;595,2
06.04.2024 12:15;;;596,7;;06.04.2024 12:00;596,7
06.04.2024 12:30;;;588,6;;06.04.2024 12:15;588,6
06.04.2024 12:45;;;633,5;;06.04.2024 12:30;633,5
06.04.2024 13:00;;;644,2;;06.04.2024 12:45;644,2
06.04.2024 13:15;;;637,6;;06.04.2024 13:00;637,6
06.04.2024 13:30;;;630,3;;06.04.2024 13:15;630,3
06.04.2024 13:45;;;657,9;;06.04.2024 13:30;657,9
06.04.2024 14:00;;;665,5;;06.04.2024 13:45;665,5
06.04.2024 14:15;;;656,8;;06.04.2024 14:00;656,8
06.04.2024 14:30;;;640,4;;06.04.2024 14:15;640,4
06.04.2024 14:45;;;625,9;;06.04.2024 14:30;625,9
06.04.2024 15:00;;;631,8;;06.04.2024 14:45;631,8
06.04.2024 15:15;;;624,2;;06.04.2024 15:00;624,2
06.04.2024 15:30;;;630,9;;06.04.2024 15:15;630,9
06.04.2024 15:45;;;638,4;;06.04.2024 15:30;638,4
06.04.2024 16:00;;;613,3;;06.04.2024 15:45;613,3
06.04.2024 16:15;;;604,9;;06.04.2024 16:00;604,9
06.04.2024 16:30;;;591,5;;06.04.2024 16:15;591,5
06.04.2024 16:45;;;610,5;;06.04.2024 16:30;610,5
06.04.2024 17:00;;;603;;06.04.2024 16:45;603
06.04.2024 17:15;;;594;;06.04.2024 17:00;594
06.04.2024 17:30;;;598,3;;06.04.2024 17:15;598,3
06.04.2024 17:45;;;606,9;;06.04.2024 17:30;606,9
06.04.2024 18:00;;;589,6;;06.04.2024 17:45;589,6
06.04.2024 18:15;;;582,6;;06.04.2024 18:00;582,6
06.04.2024 18:30;;;586,8;;06.04.2024 18:15;586,8
06.04.2024 18:45;;;592,2;;06.04.2024 18:30;592,2
06.04.2024 19:00;;;554,1;;06.04.2024 18:45;554,1
06.04.2024 19:15;;;557;;06.04.2024 19:00;557
06.04.2024 19:30;;;534,9;;06.04.2024 19:15;534,9
06.04.2024 19:45;;;475,6;;06.04.2024 19:30;475,6
06.04.2024 20:00;;;430;;06.04.2024 19:45;430
06.04.2024 20:15;;;385;;06.04.2024 20:00;385
06.04.2024 20:30;;;340;;06.04.2024 20:15;340
06.04.2024 20:45;;;320;;06.04.2024 20:30;320
06.04.2024 21:00;;;285;;06.04.2024 20:45;285
06.04.2024 21:15;;;260;;06.04.2024 21:00;260
06.04.2024 21:30;;;235;;06.04.2024 21:15;235
06.04.2024 21:45;;;230;;06.04.2024 21:30;230
06.04.2024 22:00;;;235;;06.04.2024 21:45;235
06.04.2024 22:15;;;230;;06.04.2024 22:00;230
06.04.2024 22:30;;;215;;06.04.2024 22:15;215
06.04.2024 22:45;;;205;;06.04.2024 22:30;205
06.04.2024 23:00;;;210;;06.04.2024 22:45;210
06.04.2024 23:15;;;205;;06.04.2024 23:00;205
06.04.2024 23:30;;;210;;06.04.2024 23:15;210
06.04.2024 23:45;;;190;;06.04.2024 23:30;190
07.04.2024 00:00;;;200;;06.04.2024 23:45;200
07.04.2024 00:15;;;200;;07.04.2024 00:00;200
07.04.2024 00:30;;;205;;07.04.2024 00:15;205
07.04.2024 00:45;;;205;;07.04.2024 00:30;205
07.04.2024 01:00;;;200;;07.04.2024 00:45;200
07.04.2024 01:15;;;190;;07.04.2024 01:00;190
07.04.2024 01:30;;;200;;07.04.2024 01:15;200
07.04.2024 01:45;;;200;;07.04.2024 01:30;200
07.04.2024 02:00;;;185;;07.04.2024 01:45;185
07.04.2024 02:15;;;190;;07.04.2024 02:00;190
07.04.2024 02:30;;;180;;07.04.2024 02:15;180
07.04.2024 02:45;;;185;;07.04.2024 02:30;185
07.04.2024 03:00;;;180;;07.04.2024 02:45;180
07.04.2024 03:15;;;185;;07.04.2024 03:00;185
07.04.2024 03:30;;;185;;07.04.2024 03:15;185
07.04.2024 03:45;;;185;;07.04.2024 03:30;185
07.04.2024 04:00;;;185;;07.04.2024 03:45;185
07.04.2024 04:15;;;175;;07.04.2024 04:00;175
07.04.2024 04:30;;;180;;07.04.2024 04:15;180
07.04.2024 04:45;;;180;;07.04.2024 04:30;180
07.04.2024 05:00;;;175;;07.04.2024 04:45;175
07.04.2024 05:15;;;180;;07.04.2024 05:00;180
07.04.2024 05:30;;;175;;07.04.2024 05:15;175
07.04.2024 05:45;;;180;;07.04.2024 05:30;180
07.04.2024 06:00;;;175;;07.04.2024 05:45;175
07.04.2024 06:15;;;180;;07.04.2024 06:00;180
07.04.2024 06:30;;;170;;07.04.2024 06:15;170
07.04.2024 06:45;;;163,1;;07.04.2024 06:30;163,1
07.04.2024 07:00;;;166,7;;07.04.2024 06:45;166,7
07.04.2024 07:15;;;169;;07.04.2024 07:00;169
07.04.2024 07:30;;;189,7;;07.04.2024 07:15;189,7
07.04.2024 07:45;;;179,9;;07.04.2024 07:30;179,9
07.04.2024 08:00;;;205,7;;07.04.2024 07:45;205,7
07.04.2024 08:15;;;228,1;;07.04.2024 08:00;228,1
07.04.2024 08:30;;;231,6;;07.04.2024 08:15;231,6
07.04.2024 08:45;;;261,4;;07.04.2024 08:30;261,4
07.04.2024 09:00;;;293,7;;07.04.2024 08:45;293,7
07.04.2024 09:15;;;349,1;;07.04.2024 09:00;349,1
07.04.2024 09:30;;;362,7;;07.04.2024 09:15;362,7
07.04.2024 09:45;;;357,2;;07.04.2024 09:30;357,2
07.04.2024 10:00;;;420;;07.04.2024 09:45;420
07.04.2024 10:15;;;476,9;;07.04.2024 10:00;476,9
07.04.2024 10:30;;;524,3;;07.04.2024 10:15;524,3
07.04.2024 10:45;;;545,6;;07.04.2024 10:30;545,6
07.04.2024 11:00;;;550,7;;07.04.2024 10:45;550,7
07.04.2024 11:15;;;570;;07.04.2024 11:00;570
07.04.2024 11:30;;;588,1;;07.04.2024 11:15;588,1
07.04.2024 11:45;;;611,5;;07.04.2024 11:30;611,5
07.04.2024 12:00;;;632,9;;07.04.2024 11:45;632,9
07.04.2024 12:15;;;639,5;;07.04.2024 12:00;639,5
07.04.2024 12:30;;;614,3;;07.04.2024 12:15;614,3
07.04.2024 12:45;;;619,3;;07.04.2024 12:30;619,3
07.04.2024 13:00;;;623,4;;07.04.2024 12:45;623,4
07.04.2024 13:15;;;614,8;;07.04.2024 13:00;614,8
07.04.2024 13:30;;;626,8;;07.04.2024 13:15;626,8
07.04.2024 13:45;;;652,2;;07.04.2024 13:30;652,2
07.04.2024 14:00;;;665,3;;07.04.2024 13:45;665,3
07.04.2024 14:15;;;647;;07.04.2024 14:00;647
07.04.2024 14:30;;;645,2;;07.04.2024 14:15;645,2
07.04.2024 14:45;;;630,4;;07.04.2024 14:30;630,4
07.04.2024 15:00;;;642,4;;07.04.2024 14:45;642,4
07.04.2024 15:15;;;636,8;;07.04.2024 15:00;636,8
07.04.2024 15:30;;;657,5;;07.04.2024 15:15;657,5
07.04.2024 15:45;;;652,3;;07.04.2024 15:30;652,3
07.04.2024 16:00;;;634,7;;07.04.2024 15:45;634,7
07.04.2024 16:15;;;607,2;;07.04.2024 16:00;607,2
07.04.2024 16:30;;;616;;07.04.2024 16:15;616
07.04.2024 16:45;;;602,3;;07.04.2024 16:30;602,3
07.04.2024 17:00;;;620,9;;07.04.2024 16:45;620,9
07.04.2024 17:15;;;615;;07.04.2024 17:00;615
07.04.2024 17:30;;;625,8;;07.04.2024 17:15;625,8
07.04.2024 17:45;;;609,8;;07.04.2024 17:30;609,8
07.04.2024 18:00;;;606,8;;07.04.2024 17:45;606,8
07.04.2024 18:15;;;609,8;;07.04.2024 18:00;609,8
07.04.2024 18:30;;;598,9;;07.04.2024 18:15;598,9
07.04.2024 18:45;;;608;;07.04.2024 18:30;608
07.04.2024 19:00;;;600;;07.04.2024 18:45;600
07.04.2024 19:15;;;564,5;;07.04.2024 19:00;564,5
07.04.2024 19:30;;;535,2;;07.04.2024 19:15;535,2
07.04.2024 19:45;;;482,9;;07.04.2024 19:30;482,9
07.04.2024 20:00;;;435;;07.04.2024 19:45;435
07.04.2024 20:15;;;380;;07.04.2024 20:00;380
07.04.2024 20:30;;;340;;07.04.2024 20:15;340
07.04.2024 20:45;;;315;;07.04.2024 20:30;315
07.04.2024 21:00;;;295;;07.04.2024 20:45;295
07.04.2024 21:15;;;265;;07.04.2024 21:00;265
07.04.2024 21:30;;;250;;07.04.2024 21:15;250
07.04.2024 21:45;;;235;;07.04.2024 21:30;235
07.04.2024 22:00;;;225;;07.04.2024 21:45;225
07.04.2024 22:15;;;230;;07.04.2024 22:00;230
07.04.2024 22:30;;;225;;07.04.2024 22:15;225
07.04.2024 22:45;;;215;;07.04.2024 22:30;215
07.04.2024 23:00;;;210;;07.04.2024 22:45;210
07.04.2024 23:15;;;180;;07.04.2024 23:00;180
07.04.2024 23:30;;;210;;07.04.2024 23:15;210
07.04.2024 23:45;;;195;;07.04.2024 23:30;195
08.04.2024 00:00;;;200;;07.04.2024 23:45;200
08.04.2024 00:15;;;195;;08.04.2024 00:00;195
08.04.2024 00:30;;;200;;08.04.2024 00:15;200
08.04.2024 00:45;;;205;;08.04.2024 00:30;205
08.04.2024 01:00;;;200;;08.04.2024 00:45;200
08.04.2024 01:15;;;185;;08.04.2024 01:00;185
08.04.2024 01:30;;;185;;08.04.2024 01:15;185
08.04.2024 01:45;;;195;;08.04.2024 01:30;195
08.04.2024 02:00;;;190;;08.04.2024 01:45;190
08.04.2024 02:15;;;180;;08.04.2024 02:00;180
08.04.2024 02:30;;;190;;08.04.2024 02:15;190
08.04.2024 02:45;;;185;;08.04.2024 02:30;185
08.04.2024 03:00;;;180;;08.04.2024 02:45;180
08.04.2024 03:15;;;180;;08.04.2024 03:00;180
08.04.2024 03:30;;;190;;08.04.2024 03:15;190
08.04.2024 03:45;;;190;;08.04.2024 03:30;190
08.04.2024 04:00;;;180;;08.04.2024 03:45;180
08.04.2024 04:15;;;180;;08.04.2024 04:00;180
08.04.2024 04:30;;;180;;08.04.2024 04:15;180
08.04.2024 04:45;;;200;;08.04.2024 04:30;200
08.04.2024 05:00;;;210;;08.04.2024 04:45;210
08.04.2024 05:15;;;200;;08.04.2024 05:00;200
08.04.2024 05:30;;;185;;08.04.2024 05:15;185
08.04.2024 05:45;;;190;;08.04.2024 05:30;190
08.04.2024 06:00;;;190;;08.04.2024 05:45;190
08.04.2024 06:15;;;185;;08.04.2024 06:00;185
08.04.2024 06:30;;;175;;08.04.2024 06:15;175
08.04.2024 06:45;;;166,7;;08.04.2024 06:30;166,7
08.04.2024 07:00;;;179,9;;08.04.2024 06:45;179,9
08.04.2024 07:15;;;184,1;;08.04.2024 07:00;184,1
08.04.2024 07:30;;;199,2;;08.04.2024 07:15;199,2
08.04.2024 07:45;;;226,8;;08.04.2024 07:30;226,8
08.04.2024 08:00;;;223,3;;08.04.2024 07:45;223,3
08.04.2024 08:15;;;251,6;;08.04.2024 08:00;251,6
08.04.2024 08:30;;;260,6;;08.04.2024 08:15;260,6
